"microbe","microbe_peryton_author_svd64_000","microbe_peryton_author_svd64_001","microbe_peryton_author_svd64_002","microbe_peryton_author_svd64_003","microbe_peryton_author_svd64_004","microbe_peryton_author_svd64_005","microbe_peryton_author_svd64_006","microbe_peryton_author_svd64_007","microbe_peryton_author_svd64_008","microbe_peryton_author_svd64_009","microbe_peryton_author_svd64_010","microbe_peryton_author_svd64_011","microbe_peryton_author_svd64_012","microbe_peryton_author_svd64_013","microbe_peryton_author_svd64_014","microbe_peryton_author_svd64_015","microbe_peryton_author_svd64_016","microbe_peryton_author_svd64_017","microbe_peryton_author_svd64_018","microbe_peryton_author_svd64_019","microbe_peryton_author_svd64_020","microbe_peryton_author_svd64_021","microbe_peryton_author_svd64_022","microbe_peryton_author_svd64_023","microbe_peryton_author_svd64_024","microbe_peryton_author_svd64_025","microbe_peryton_author_svd64_026","microbe_peryton_author_svd64_027","microbe_peryton_author_svd64_028","microbe_peryton_author_svd64_029","microbe_peryton_author_svd64_030","microbe_peryton_author_svd64_031","microbe_peryton_author_svd64_032","microbe_peryton_author_svd64_033","microbe_peryton_author_svd64_034","microbe_peryton_author_svd64_035","microbe_peryton_author_svd64_036","microbe_peryton_author_svd64_037","microbe_peryton_author_svd64_038","microbe_peryton_author_svd64_039","microbe_peryton_author_svd64_040","microbe_peryton_author_svd64_041","microbe_peryton_author_svd64_042","microbe_peryton_author_svd64_043","microbe_peryton_author_svd64_044","microbe_peryton_author_svd64_045","microbe_peryton_author_svd64_046","microbe_peryton_author_svd64_047","microbe_peryton_author_svd64_048","microbe_peryton_author_svd64_049","microbe_peryton_author_svd64_050","microbe_peryton_author_svd64_051","microbe_peryton_author_svd64_052","microbe_peryton_author_svd64_053","microbe_peryton_author_svd64_054","microbe_peryton_author_svd64_055","microbe_peryton_author_svd64_056","microbe_peryton_author_svd64_057","microbe_peryton_author_svd64_058","microbe_peryton_author_svd64_059","microbe_peryton_author_svd64_060","microbe_peryton_author_svd64_061","microbe_peryton_author_svd64_062","microbe_peryton_author_svd64_063"
"Prevotella sp. oral taxon 300","2.199742","-3.5676322","-1.5333453","-0.1857306","-0.6070997","0.026761873","-2.2702565","-0.24051645","-1.0939437","0.055772685","0.5740415","-0.066158995","0.23585084","0.35685","-0.20432077","0.020161862","-0.22566767","-0.18953462","0.048799902","-0.029812789","-0.5349968","0.19225048","0.8844145","-0.51243126","0.31894824","0.19658227","0.022938823","-0.89199644","-0.25032157","0.22307335","0.13857636","-0.94350195","-0.057809696","0.17524031","-0.16899414","-0.07027532","-0.20756884","-0.48702133","-0.029709613","-0.09511508","-0.5044286","0.1174896","-0.3475795","0.44931462","0.24135214","0.09180351","-0.33800507","-0.04982486","-0.023020413","-0.16167136","0.23215733","-0.08075159","0.27306724","-0.039038576","0.09597668","-0.20297058","0.10546846","-0.4664713","0.0010214521","0.05098279","0.039801247","0.04606358","0.06344153","0.002177787"
"Prevotella spp","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
"Prevotella stercorea","1.8606396","0.20395054","0.49395823","-0.15353517","-0.23816635","-0.018835887","0.35595492","1.2645285","0.011954175","-0.060521025","-1.1336251","-0.0765659","0.16057335","0.06874344","-0.23061141","0.06867082","-1.233946","0.22483458","-0.62094426","-0.49221703","0.85826516","0.042688254","-1.5075368","3.9285696","8.739208","9.489609","-3.4920092","-1.715942","-0.39347258","1.0470182","-0.5179675","-1.0296066","-2.1937735","-0.5949744","-0.95223534","0.38288894","-0.278567","-0.5659558","-0.5438787","-0.18750437","0.3669413","-0.4984915","0.8230655","-0.043637466","-0.59416884","-1.2177687","-0.03328092","-1.5045564","0.030010495","0.041771907","0.6759319","-1.3691233","1.1228579","-0.32169408","-0.11206379","0.23717712","0.34190714","1.10356","-0.9459575","-0.5531496","-0.75304466","0.13792366","0.4600071","-1.2215476"
"Prevotella tannerae","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
"Prevotella timonensis","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
"Prevotella veroralis","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
"Prevotella_9","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
"Prevotellaceae","-0.61425537","-0.027469201","-0.075602986","-0.08795639","0.056679323","-0.0006332145","-0.021567265","-0.005970367","0.18166772","0.08783063","-0.12487977","-0.09793886","0.09224822","0.034384932","-0.013282903","0.062940836","0.09047124","-0.26483282","0.11201314","0.20206825","-0.0012349627","-0.07456434","-0.037410073","0.06395433","-0.29316592","0.12807085","-0.3574543","0.05993284","0.46015993","0.10114394","0.044602655","0.13784292","-0.0919234","0.15409964","-0.107040375","-0.48533967","0.07124122","-0.20444746","0.6462697","0.3801486","0.13693005","-0.9788069","-0.46539918","-0.5802626","-1.00893","0.58688015","0.13523604","-0.0006855192","0.03472804","-0.68929094","-0.6072959","0.629743","-1.2889897","-0.120868884","-0.12644045","0.17520095","1.4093021","-0.648814","-0.36165702","0.2803417","-0.29148197","1.4450232","0.48998505","0.5094001"
"Promicromonosporaceae","1.9790595","0.27503943","0.52940917","6.017066","-0.19754253","-0.2603383","0.4217129","1.8917559","0.052739188","0.16591819","-2.055623","-0.6053788","-1.4747266","-2.1458676","-0.43197948","-1.5305357","1.4106326","-0.9034175","0.42786598","0.091800086","-0.30813816","0.08623131","0.24523914","-0.6240938","0.029805891","-0.3140873","-0.7181416","-0.60390276","-0.038151722","-0.14470764","0.4228915","-0.30539626","-0.13880426","0.06336483","-0.33782095","0.53102565","-0.059810154","0.43660933","-0.3394459","-0.27237636","0.5095654","-1.0961943","-0.43644178","-0.013644322","-0.9691977","-0.020196106","-0.92545587","-1.1345745","-0.012874554","-0.7623899","-0.24850793","0.21471818","-0.1950827","0.39272067","-0.1231744","-0.07644742","-0.51121753","0.14808743","0.1346953","0.10008488","-0.18905292","0.2386095","-0.14574139","0.39467895"
"Propionibacteriaceae","-0.1378639","0.65853363","0.48532385","1.1691854","-0.09670411","0.024320362","-0.46393418","0.9212099","0.8216208","-0.93040776","2.02231","-1.9266238","-0.42657563","-0.1156956","-0.62897253","-0.397583","1.1304145","-1.0019665","-0.80292934","-1.7903593","0.46168008","0.10672579","-1.8191246","-3.9197223","-1.1874056","2.1849248","0.52712685","-2.511484","-0.21131916","0.09270906","-0.7749049","-0.026466051","-0.85178804","-0.83136857","0.27848125","-0.29433778","-0.3440448","0.27014044","0.67216134","1.4096398","-0.07398788","1.6354061","-2.1485875","2.3374553","1.3988593","1.6784194","1.8618263","-1.1956917","-0.9493275","-0.57334536","-2.957319","5.361901","-5.539768","-0.5715767","-0.27333385","0.55104095","1.017705","2.97127","0.47660428","-2.58871","7.360072","-3.729668","-5.7946043","-0.27453622"
"Propionibacterium","-0.533164","0.23656394","-0.12132396","-0.27795","0.24379838","0.38094258","-0.08719367","-0.15761732","0.42728052","-0.18124174","-0.10536009","-0.16868332","0.066207305","0.63917637","-0.28932205","-0.77100295","0.5359806","-0.2928065","-0.24695182","-0.43598932","-0.31719947","-0.40656704","-0.50437117","-0.8829596","0.38999307","-0.38473728","-0.69285023","0.11560687","-0.6108721","-0.587864","1.4503077","-0.92335","0.2132624","0.23609209","1.3615572","-0.63725936","0.025540158","0.24735384","-0.15092525","0.8110561","-0.6926009","-1.5697587","-0.9392845","0.14791816","1.13308","-0.78301656","-0.93887067","0.34035784","0.34637883","-0.9674613","-3.3005295","0.7260511","-2.3537955","-0.050980028","2.6445327","-3.7525887","2.6744838","-0.24148123","0.14178674","0.8212898","-1.2265892","0.8145295","-1.0399806","0.3671346"
"Propionibacterium acidifaciens","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
"Propionibacterium acnes","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
"Propionibacterium avidum","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
"Propionibacterium freundenreichii subsp. shermanii JS","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
"Propionibacterium granulosum","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
"Propionibacterium humerusii","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
"Propionicimonas","1.9275312","0.20231608","0.64242786","-0.3034719","-0.3845566","-0.019797722","1.628405","6.576109","1.1229199","-2.7501953","7.2524066","0.37751698","0.86976826","0.16328163","-0.93391234","-0.96826845","-0.06313458","-0.38021082","0.63276625","0.5256411","0.0068268166","-0.06002472","-0.4140605","0.06623807","-0.023569914","-0.09983312","0.24201018","-0.5143669","0.0453275","0.099609785","-0.756958","0.21244746","-0.11345217","-1.0589741","0.11642369","0.8482161","-0.15621744","0.5031551","0.5668082","2.3584764","-1.1169571","-0.09725108","-0.2721291","-0.26981243","-0.8403156","0.89803725","0.011933914","-0.23344125","0.8087308","0.29501867","-0.0129542025","-0.35814568","0.21262331","0.104926355","0.13415338","-0.5872828","0.17724063","-0.25895718","-0.47285837","-0.18545374","-0.50832516","-0.08537284","0.3343755","0.23482405"
"Propionimicrobium","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
"Propionimicrobium lymphophilum","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
"Proteiniclasticum","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
"Proteobacteria","-0.6420635","-0.027017392","0.0033058936","0.0012295297","-0.009004595","-0.019010546","0.004350814","0.06953498","0.02349107","0.010566158","0.003080571","0.0024075378","-0.07101244","0.07126153","-0.010623843","-0.009342464","-0.020921485","0.023139596","0.011093435","-0.03881417","0.035964843","-0.0039089667","0.016462697","-0.0034720418","0.044861052","-0.052827496","-0.010670656","0.025174022","0.03341426","-0.041011076","0.042771813","-0.023284901","-0.11266379","-0.011743607","-0.08807392","-0.1097117","0.08244468","-0.039652783","0.007560154","-0.0734468","-0.06700004","0.028414499","0.17741314","0.05465378","-0.03951457","-0.063949265","0.20784296","0.0025378377","-0.025398485","0.023610512","0.0707775","0.059926413","-0.085564084","0.057514958","-0.2213154","0.03346383","0.013102169","0.028736852","0.05977419","-0.12028342","0.33572167","0.13813442","0.45839626","0.6045575"
"Proteobacteria uncultured members","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
"Proteus","-0.054746922","-1.0496215","0.43010464","1.2173581","0.41676572","-0.008942149","0.09308044","-0.7150158","0.018701082","-0.18629642","0.05506113","-0.36109793","-0.25340474","1.3935717","1.7693629","-2.5771554","0.63435173","0.07112415","2.8457267","-1.1657399","-0.3121231","-0.38157055","-0.99335986","-0.50821966","1.9745986","-2.5687594","-2.8723588","2.7214596","1.406018","-0.2556209","0.09588739","1.7006985","-1.3893301","3.8494644","-1.4759835","2.0555243","-0.9895081","2.724215","-1.0499676","1.2820961","-0.226176","2.3046098","3.4257765","-1.7682151","0.32763994","0.36070564","0.44140607","3.809123","-3.825932","-0.13080171","0.8441276","3.8197937","2.4362411","-1.6216011","0.18137641","-0.05655818","-1.1549865","0.7782061","2.5663407","0.1868602","0.19504191","-1.1091065","1.4357591","3.5528922"
"Providencia","1.3975314","-2.5738392","-1.0948055","-0.21495333","-0.4521377","0.02890596","-1.7053303","-0.17178436","-0.86718756","0.009292255","0.44959962","-0.032416616","0.059327777","0.019025303","-0.0574343","-0.1727282","0.15337875","-0.16989295","0.1252916","-0.11252045","-0.601502","0.1474906","0.62674755","-0.29615542","0.04687399","0.4850435","0.50761133","-0.5997264","-0.39235666","0.34847036","0.16668664","-0.40391082","0.17287828","4.112859","-0.89039266","1.3900747","-1.1680745","0.18480054","-4.475597","-4.0208025","-3.9328141","-1.3923421","0.30058032","-3.7433162","1.4932917","4.2655644","6.9932327","-4.9164896","4.705448","-0.31324798","-1.1953441","0.40527815","0.3828807","1.635191","0.109897874","-0.72198313","1.0033404","1.9564059","-0.06585601","-0.82019675","0.2589912","-0.12722126","1.711743","0.016694961"
"Psathyrella","1.9069314","-1.3551545","4.00111","-0.19124489","1.9657217","0.13583107","2.8236434","-2.4675415","-0.6579646","0.056314636","1.0287585","0.13537246","-1.0347773","0.35551938","0.28683648","1.4697491","0.2243215","-0.5399365","0.58221704","-0.021930357","-1.1739913","-0.08714341","1.0862892","0.068783045","0.49240264","0.433803","0.4384571","0.17974159","0.12740195","0.23502378","0.5919787","-1.0769923","0.31019753","0.4964595","0.23761618","0.21082236","0.48487929","-0.5557574","0.45906633","0.48209783","0.73194283","-0.37532407","-0.04583879","-0.1003255","-0.19502021","0.021929909","-0.21024075","-0.85649306","0.061960448","-0.86582893","0.4625166","-0.87944114","0.2658795","-0.033420224","0.02505509","-0.23332888","-0.078362405","-0.2078127","-0.05597555","0.0772411","0.0046078786","-0.09961991","-0.009684161","0.066337414"
"Psathyrella artemisiae","1.9069314","-1.3551545","4.00111","-0.19124489","1.9657217","0.13583107","2.8236434","-2.4675415","-0.6579646","0.056314636","1.0287585","0.13537246","-1.0347773","0.35551938","0.28683648","1.4697491","0.2243215","-0.5399365","0.58221704","-0.021930357","-1.1739913","-0.08714341","1.0862892","0.068783045","0.49240264","0.433803","0.4384571","0.17974159","0.12740195","0.23502378","0.5919787","-1.0769923","0.31019753","0.4964595","0.23761618","0.21082236","0.48487929","-0.5557574","0.45906633","0.48209783","0.73194283","-0.37532407","-0.04583879","-0.1003255","-0.19502021","0.021929909","-0.21024075","-0.85649306","0.061960448","-0.86582893","0.4625166","-0.87944114","0.2658795","-0.033420224","0.02505509","-0.23332888","-0.078362405","-0.2078127","-0.05597555","0.0772411","0.0046078786","-0.09961991","-0.009684161","0.066337414"
"Psathyrellaceae","1.9069314","-1.3551545","4.00111","-0.19124489","1.9657217","0.13583107","2.8236434","-2.4675415","-0.6579646","0.056314636","1.0287585","0.13537246","-1.0347773","0.35551938","0.28683648","1.4697491","0.2243215","-0.5399365","0.58221704","-0.021930357","-1.1739913","-0.08714341","1.0862892","0.068783045","0.49240264","0.433803","0.4384571","0.17974159","0.12740195","0.23502378","0.5919787","-1.0769923","0.31019753","0.4964595","0.23761618","0.21082236","0.48487929","-0.5557574","0.45906633","0.48209783","0.73194283","-0.37532407","-0.04583879","-0.1003255","-0.19502021","0.021929909","-0.21024075","-0.85649306","0.061960448","-0.86582893","0.4625166","-0.87944114","0.2658795","-0.033420224","0.02505509","-0.23332888","-0.078362405","-0.2078127","-0.05597555","0.0772411","0.0046078786","-0.09961991","-0.009684161","0.066337414"
"Pseudarcicella","-0.6484863","-0.015478541","-6.9346905e-05","-0.011373643","-0.028520038","0.0002914607","0.007846146","0.07335012","-0.02251712","0.012538642","-0.023003055","0.00921737","-0.040065646","0.033646263","-0.014580617","0.03822976","-0.058655","-0.02382537","0.0053860703","-0.009542235","-0.024634497","0.021115376","0.087519236","-0.024349974","0.050247453","-0.009594442","0.017315688","-0.055664044","0.0015143268","0.010709903","0.022988202","-0.07744179","-0.020486357","-0.0071166256","-0.07060417","0.016036129","-0.0072651017","-0.009461269","-0.0096593695","-0.03594281","0.00031572644","-0.017422734","-0.007806938","-0.01511657","-0.04197113","-0.03468884","-0.035285417","-0.04699964","-0.022773502","-0.012469804","0.03350241","-0.032523967","0.045200285","-0.039603487","-0.03447357","-0.020214014","-0.00820415","0.009259522","-0.020110207","-0.016812304","-0.0002650734","0.0113412645","0.008296061","-0.019175097"
