"disease","disease_disbiome_author_svd64_000","disease_disbiome_author_svd64_001","disease_disbiome_author_svd64_002","disease_disbiome_author_svd64_003","disease_disbiome_author_svd64_004","disease_disbiome_author_svd64_005","disease_disbiome_author_svd64_006","disease_disbiome_author_svd64_007","disease_disbiome_author_svd64_008","disease_disbiome_author_svd64_009","disease_disbiome_author_svd64_010","disease_disbiome_author_svd64_011","disease_disbiome_author_svd64_012","disease_disbiome_author_svd64_013","disease_disbiome_author_svd64_014","disease_disbiome_author_svd64_015","disease_disbiome_author_svd64_016","disease_disbiome_author_svd64_017","disease_disbiome_author_svd64_018","disease_disbiome_author_svd64_019","disease_disbiome_author_svd64_020","disease_disbiome_author_svd64_021","disease_disbiome_author_svd64_022","disease_disbiome_author_svd64_023","disease_disbiome_author_svd64_024","disease_disbiome_author_svd64_025","disease_disbiome_author_svd64_026","disease_disbiome_author_svd64_027","disease_disbiome_author_svd64_028","disease_disbiome_author_svd64_029","disease_disbiome_author_svd64_030","disease_disbiome_author_svd64_031","disease_disbiome_author_svd64_032","disease_disbiome_author_svd64_033","disease_disbiome_author_svd64_034","disease_disbiome_author_svd64_035","disease_disbiome_author_svd64_036","disease_disbiome_author_svd64_037","disease_disbiome_author_svd64_038","disease_disbiome_author_svd64_039","disease_disbiome_author_svd64_040","disease_disbiome_author_svd64_041","disease_disbiome_author_svd64_042","disease_disbiome_author_svd64_043","disease_disbiome_author_svd64_044","disease_disbiome_author_svd64_045","disease_disbiome_author_svd64_046","disease_disbiome_author_svd64_047","disease_disbiome_author_svd64_048","disease_disbiome_author_svd64_049","disease_disbiome_author_svd64_050","disease_disbiome_author_svd64_051","disease_disbiome_author_svd64_052","disease_disbiome_author_svd64_053","disease_disbiome_author_svd64_054","disease_disbiome_author_svd64_055","disease_disbiome_author_svd64_056","disease_disbiome_author_svd64_057","disease_disbiome_author_svd64_058","disease_disbiome_author_svd64_059","disease_disbiome_author_svd64_060","disease_disbiome_author_svd64_061","disease_disbiome_author_svd64_062","disease_disbiome_author_svd64_063"
"non-HBV non-HCV related hepatocellular carcinoma","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"non-alcoholic fatty liver disease","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"non-alcoholic steatohepatitis","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"non-celiac gluten sensitivity","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"nonalcoholic steatohepatitis","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"nosocomial diarrhea","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"nosocomial infections","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"obesity","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"oesophageal adenocarcinoma","1.377927","-0.18748923","-0.069651105","-0.02208073","0.035487484","0.006648746","-0.046392027","-0.119269125","-0.0008902143","-0.104840934","-0.19109789","-0.13272747","-0.11803392","-0.14457536","-0.15421328","-0.1933235","-0.2088292","-0.07727887","0.18347178","-0.1631871","-0.17080514","0.94189006","-1.001663","-0.6242864","-0.7705906","-0.37345257","-0.8396217","-1.4444834","1.5397767","2.5891645","-2.9203753","-1.7202898","1.2966114","0.45085898","1.8197578","0.6285409","-1.0220172","-0.4610035","1.8315908","1.2551177","-0.9386103","0.20560011","-0.6327758","2.9281397","-1.3637359","1.0765872","-0.3185616","-0.44820982","0.9663375","1.0264925","-0.15854447","-0.08941183","1.1079795","1.3295844","-2.048804","-1.9055364","-0.89565927","1.5796659","-1.9789127","-0.66781175","-0.24039184","1.1255026","-1.0740213","-0.12412955"
"oesophageal squamous cell carcinoma","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"opportunistic pathogen infection","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"opportunistic pulmonary infections","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"oral cancer","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"oral squamous cell carcinoma","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"oral tongue cancer","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"oropharyngeal cancer","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"osmotic diarrhea","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"osteoarthritis","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"osteoporosis","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"ovarian cancer","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"ovarian carcinoma","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"overweight","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"oxidative stress-related ailments","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"pancreatic cancer","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"pancreatic head cancer","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"pediatric multiple sclerosis","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"pediatric obesity","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
